gt_to_pred_mean,gt_to_pred_std,gt_to_pred_max,pred_to_gt_mean,pred_to_gt_std,pred_to_gt_max,gt_boundary_length,pred_boundary_length,case_id,slice_idx
0.32098765432098764,0.4668560592886182,1.0,0.7380230172069366,1.57394410575814,9.219544457292887,182,162,case_00102,180
0.7919026754380465,0.5905876455632098,2.0,0.796893200285915,0.5940648403726551,2.0,83,83,case_00086,315
0.8540567811058749,0.9500301441902357,4.123105625617661,0.8501738188087407,0.8696122451030354,4.123105625617661,286,269,case_00134,195
0.5073966707566624,0.5102996779953893,1.4142135623730951,1.4457667473013318,1.9596719286536923,8.06225774829855,72,56,case_00203,345
0.37609944567401205,0.6026791054615737,3.0,8.038579938678941,11.237968982657977,35.34119409414458,168,107,case_00154,323
0.6731670744554182,1.0295093822447676,7.0,0.925471030925356,1.216252356328909,6.708203932499369,137,115,case_00079,379
0.4074074074074074,0.5392673992059643,2.0,0.4972326955604225,0.558479571167964,2.0,93,81,case_00079,409
0.6208950781532715,0.6490523576276356,3.0,0.7798710031112718,0.9123739466393255,6.4031242374328485,320,295,case_00154,339
0.6772875272403358,0.622443131216433,2.0,0.7406753872144669,0.5854095306712956,2.0,46,39,case_00102,384
0.40177075290500924,0.4994326534062793,1.4142135623730951,0.38262741699796954,0.4955766941266124,1.4142135623730951,125,129,case_00102,151
0.5788561808316413,0.5985472873936858,3.0,0.5676776695296637,0.5027345855591894,1.4142135623730951,80,75,case_00079,415
0.2553191489361702,0.43604045812594033,1.0,0.2857142857142857,0.45175395145262565,1.0,49,47,case_00125,298
0.6475893683746685,1.6380988175307054,9.219544457292887,0.5396163737427928,1.3176537593247517,8.602325267042627,146,146,case_00102,158
0.501330624944266,0.846202640530516,4.0,0.573129794277186,0.9503163611557004,4.123105625617661,95,92,case_00014,225
0.8037950364527939,0.6178117165865581,2.0,0.8570891937685079,0.6558903272772713,3.0,267,252,case_00134,336
0.4186046511627907,0.4933303124557308,1.0,0.48779611588277283,0.511913029068103,1.4142135623730951,48,43,case_00075,126
0.9927673395753469,1.051082515911867,6.0,1.1706442530129508,1.3238840417365387,9.219544457292887,195,166,case_00113,395
1.1148081778237242,1.3124100418549438,5.0,1.0455368073249345,1.1438934079673149,5.0,122,115,case_00075,314
1.3786116485532693,0.7266370146398171,2.23606797749979,1.824734928343694,1.0018362014899778,3.605551275463989,12,7,case_00079,228
0.5384615384615384,0.4985185152621432,1.0,2.0989810910286355,1.6661622253917594,6.4031242374328485,44,13,case_00079,429
0.5813953488372093,0.49333031245573084,1.0,0.55,0.4974937185533099,1.0,40,43,case_00014,309
0.25874125874125875,0.4977331370426362,2.0,0.30565628449263293,0.49420296783052237,2.0,154,143,case_00134,293
1.7605975155480418,1.3877814719497765,4.47213595499958,1.2666666666666666,1.0624918300339483,4.0,30,39,case_00086,286
0.634803882952238,0.6228427739789971,2.0,1.2383878667437647,1.405728604979164,7.211102550927978,155,110,case_00079,376
0.4852307254378488,0.7672191454631023,3.1622776601683795,0.5073871747056019,0.6956562119963385,2.8284271247461903,116,108,case_00014,336
0.29576058859750654,0.4750920830947088,2.0,0.7527390483467937,1.7379437855439623,9.848857801796104,201,182,case_00154,364
0.8524144906635783,0.8794256853803807,4.123105625617661,0.9823818678012697,1.1482630166331784,5.0990195135927845,134,128,case_00086,158
0.9310252373563176,1.6580687583467737,6.324555320336759,1.4593601379470134,2.6360651388656358,11.180339887498949,140,125,case_00014,210
0.5178571428571429,0.5172410127842942,2.0,1.5291969528133906,2.6079526106442925,10.44030650891055,143,112,case_00079,175
0.6262882812240457,1.0279798541985954,5.656854249492381,1.1719170956182117,2.064297785423535,11.045361017187261,386,343,case_00115,322
0.5182802466530742,0.6514074331940917,3.1622776601683795,0.7857812990144926,1.1678275379347745,5.656854249492381,267,241,case_00154,198
0.7055766553102569,0.9029357101214373,4.0,1.1906534436520084,1.3784679301615816,5.830951894845301,129,99,case_00203,354
0.4777056089509483,0.6136674753793624,4.0,0.5753357679550103,0.6776278401943368,3.605551275463989,367,334,case_00154,174
0.49230769230769234,0.558103296837448,2.0,0.5649676806454698,0.5697781465311168,2.0,73,65,case_00079,215
