case_id,slice_idx,inference_time_ms,memory_usage_mb,has_tumor,image_size
case_00086,295,21.382570266723633,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,213,22.55988121032715,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,377,18.12267303466797,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,276,19.669055938720703,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,206,17.31276512145996,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,441,19.56486701965332,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00154,158,17.5478458404541,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,113,24.811506271362305,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,460,23.301124572753906,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,132,22.98593521118164,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,334,21.08907699584961,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00033,475,17.96102523803711,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,435,20.831584930419922,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,171,19.512176513671875,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,358,20.520687103271484,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00203,171,18.065929412841797,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,299,20.196199417114258,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,502,19.038677215576172,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,298,21.876096725463867,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,355,19.983768463134766,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,263,19.11759376525879,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,191,19.329547882080078,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00102,318,26.638269424438477,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00115,451,23.745298385620117,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,0,21.396636962890625,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,371,24.892568588256836,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,23,19.305706024169922,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,86,20.879507064819336,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,405,21.581649780273438,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00161,193,18.983125686645508,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,449,20.53093910217285,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,237,19.437074661254883,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,263,20.264148712158203,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,177,22.31144905090332,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00154,349,22.04751968383789,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,59,21.047353744506836,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,424,18.128633499145508,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,339,23.116350173950195,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00102,430,23.71692657470703,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,69,21.103382110595703,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,84,20.104169845581055,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,271,21.658897399902344,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,110,19.80733871459961,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,62,19.49453353881836,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,29,19.241809844970703,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,256,21.535158157348633,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,288,20.038366317749023,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,149,19.2716121673584,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,159,20.83873748779297,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,132,18.90254020690918,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,384,19.21987533569336,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,75,19.20771598815918,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,401,19.116878509521484,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,71,18.105030059814453,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,155,19.725561141967773,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,111,20.11251449584961,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,263,24.55902099609375,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,49,17.99488067626953,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,244,19.375085830688477,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,263,18.109560012817383,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,452,19.986867904663086,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00134,31,21.95119857788086,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,342,20.531892776489258,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,437,17.70782470703125,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,382,19.33741569519043,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00115,503,18.91160011291504,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,76,20.472049713134766,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,350,24.98459815979004,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,94,20.49565315246582,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,367,17.86017417907715,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,177,18.83387565612793,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,248,19.219160079956055,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,388,20.001888275146484,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,471,17.933130264282227,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,58,18.587350845336914,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,7,17.886638641357422,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,491,18.789052963256836,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,90,19.695043563842773,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,33,24.715423583984375,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,148,27.283906936645508,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,272,21.500587463378906,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,171,19.85955238342285,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00133,101,22.350549697875977,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,52,18.758296966552734,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,88,20.009756088256836,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,319,19.034862518310547,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00134,55,20.78080177307129,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,108,19.174814224243164,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,362,20.07293701171875,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00079,123,21.458864212036133,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,344,20.305156707763672,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,337,20.798206329345703,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00102,421,26.56269073486328,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00194,129,20.642757415771484,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,114,19.846439361572266,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,165,20.365476608276367,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,53,20.4010009765625,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,215,22.686481475830078,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,281,23.450613021850586,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,114,21.197795867919922,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,343,22.108793258666992,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,146,19.453763961791992,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,507,19.44708824157715,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,61,19.524574279785156,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,14,19.263267517089844,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,117,18.9056396484375,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,270,21.00396156311035,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,507,19.315242767333984,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,204,21.018266677856445,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,8,18.973827362060547,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,30,20.737409591674805,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,12,19.280195236206055,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,337,20.77317237854004,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,314,19.126415252685547,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,282,20.452022552490234,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,412,19.608020782470703,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,250,21.407127380371094,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,487,20.987510681152344,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,123,22.71890640258789,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,219,19.513368606567383,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,421,19.69432830810547,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,80,20.422935485839844,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,112,19.363880157470703,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,511,20.467758178710938,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,220,19.38652992248535,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,353,20.45297622680664,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,94,19.453048706054688,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,250,18.89944076538086,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,511,20.783185958862305,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,127,19.45328712463379,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,375,21.2857723236084,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00079,325,21.878719329833984,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00014,366,25.80881118774414,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,348,19.1347599029541,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,420,21.107912063598633,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,281,19.00172233581543,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,92,21.52085304260254,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,3,19.43039894104004,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,181,20.86949348449707,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00125,411,19.164085388183594,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,299,18.711090087890625,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,253,19.74964141845703,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,337,21.54994010925293,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,145,19.833803176879883,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,266,19.787311553955078,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,423,20.015716552734375,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00079,10,22.68075942993164,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,306,18.06950569152832,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,376,20.131587982177734,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,472,19.192934036254883,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,503,19.6688175201416,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,314,23.848533630371094,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,266,22.81808853149414,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,500,19.89269256591797,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,71,23.175716400146484,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,418,19.719839096069336,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,94,20.60675621032715,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,260,24.75452423095703,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,276,22.69887924194336,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,98,18.9669132232666,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,458,20.090818405151367,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,204,19.04296875,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,458,20.44200897216797,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,428,19.0126895904541,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,314,22.196292877197266,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00014,369,19.7603702545166,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,460,27.348995208740234,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,107,19.18196678161621,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,154,20.48492431640625,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,272,19.55389976501465,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,74,20.473003387451172,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,153,20.157337188720703,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,208,22.171974182128906,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,336,19.844770431518555,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00075,276,26.777982711791992,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,336,19.327878952026367,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00014,383,24.428129196166992,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,9,21.932363510131836,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,65,23.69999885559082,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,233,18.88132095336914,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,468,21.300554275512695,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,502,18.60976219177246,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,425,22.927284240722656,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,269,20.54619789123535,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,134,20.787715911865234,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00102,460,24.703502655029297,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,296,22.17888832092285,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,222,24.70231056213379,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,463,22.536516189575195,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,230,25.46548843383789,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,256,18.770694732666016,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,440,20.405292510986328,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,29,18.78952980041504,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,91,21.106719970703125,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,0,18.596172332763672,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,345,21.634578704833984,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00194,472,18.344402313232422,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,503,21.888017654418945,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,290,21.33488655090332,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,365,21.313905715942383,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00194,121,26.274442672729492,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,153,19.369125366210938,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,511,20.859718322753906,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,315,19.35744285583496,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,14,19.170522689819336,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,452,19.366979598999023,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,334,19.199609756469727,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00086,188,22.083520889282227,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,401,20.722150802612305,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00102,2,24.709463119506836,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,306,19.001245498657227,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,411,20.94864845275879,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,211,18.996238708496094,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,18,20.62511444091797,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,200,18.889665603637695,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,448,20.811796188354492,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,360,19.293785095214844,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00075,271,19.448518753051758,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,307,19.49763298034668,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,313,22.109031677246094,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,49,20.495176315307617,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,368,27.301549911499023,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,142,20.299911499023438,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,502,19.402265548706055,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,113,20.677804946899414,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,165,20.0650691986084,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,90,20.910978317260742,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,365,19.51003074645996,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,326,19.22774314880371,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,466,21.030187606811523,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,311,19.190073013305664,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,267,20.847797393798828,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,229,19.16813850402832,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,6,20.257949829101562,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,460,19.061803817749023,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00134,386,28.264999389648438,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,411,19.561290740966797,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00194,117,25.05946159362793,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,304,23.68617057800293,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,249,19.541263580322266,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,45,21.208524703979492,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,142,18.607616424560547,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,265,20.132064819335938,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,252,19.817590713500977,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,470,20.875930786132812,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,195,18.57614517211914,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00154,293,22.082805633544922,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,152,20.426034927368164,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,343,22.208213806152344,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00154,234,19.194841384887695,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,444,21.772384643554688,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,473,18.987655639648438,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,406,21.152973175048828,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00113,439,24.006366729736328,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00079,443,24.483919143676758,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00014,104,19.568443298339844,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,421,19.915103912353516,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,315,25.719404220581055,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,386,24.200439453125,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,467,19.0126895904541,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,430,20.874738693237305,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,471,18.822908401489258,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,80,19.520044326782227,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,245,19.179344177246094,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,21,19.488811492919922,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,77,19.495487213134766,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,245,19.565343856811523,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,436,20.681381225585938,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,165,18.912315368652344,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,49,20.026683807373047,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,213,19.287109375,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,235,21.158456802368164,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,409,18.95737648010254,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00113,1,21.558523178100586,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,262,20.524263381958008,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,294,21.924257278442383,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,474,19.23084259033203,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,408,21.77286148071289,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,349,20.462989807128906,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00133,69,23.69546890258789,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,33,19.153118133544922,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,275,20.497798919677734,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,399,19.098520278930664,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,197,20.31874656677246,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,354,19.042015075683594,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00113,358,21.54064178466797,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00033,210,19.971132278442383,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,498,19.852876663208008,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,450,19.109725952148438,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,188,21.939516067504883,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,128,19.53911781311035,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,119,23.17643165588379,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,132,21.787405014038086,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,420,21.767854690551758,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,363,19.10257339477539,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,92,21.00086212158203,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,489,19.267797470092773,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00133,434,21.715164184570312,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,453,18.805742263793945,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,74,20.841360092163086,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,355,18.72873306274414,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,249,20.86162567138672,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,243,19.005537033081055,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,330,20.450830459594727,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,0,18.92375946044922,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,459,19.17290687561035,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,144,18.994569778442383,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,161,22.58610725402832,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,382,20.48182487487793,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00079,444,21.619796752929688,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00133,366,18.465280532836914,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,427,19.556283950805664,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,266,19.73104476928711,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,305,20.728111267089844,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,364,19.201278686523438,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00134,182,23.69999885559082,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,349,21.855831146240234,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,72,19.35720443725586,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,212,19.11163330078125,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00203,367,18.542766571044922,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00113,90,19.501686096191406,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00014,105,18.516063690185547,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,103,19.39702033996582,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,331,18.506765365600586,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00115,399,20.63584327697754,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00125,430,19.826412200927734,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,375,19.948244094848633,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00133,118,21.436214447021484,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00079,133,19.910812377929688,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,472,20.6298828125,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00154,57,18.857240676879883,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00075,115,20.339488983154297,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00161,294,20.055294036865234,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00194,82,20.771265029907227,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00086,421,19.708633422851562,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,335,19.801616668701172,0.0,True,"torch.Size([1, 1, 224, 224])"
case_00014,381,19.954204559326172,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00115,488,22.100448608398438,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00033,122,19.750356674194336,0.0,False,"torch.Size([1, 1, 224, 224])"
case_00102,27,21.36707305908203,0.0,False,"torch.Size([1, 1, 224, 224])"
