kidney_dice,kidney_jaccard,kidney_hd95,kidney_asd,tumor_dice,tumor_jaccard,tumor_hd95,tumor_asd
0.9796232218377547,0.960060286360211,1.0,0.40177075290500924,1.0,1.0,0.0,0.0
0.9181494661921709,0.8486842105263158,1.0,0.5788561808316413,0.9680777238029147,0.9381304640215198,1.4142135623730951,0.5514705882352942
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
0.9713024282560706,0.944206008583691,1.0,0.2553191489361702,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
0.0,0.0,inf,inf,0.0,0.0,inf,inf
0.9837239583333334,0.9679692504804612,1.0,0.6475893683746685,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.9624664879356568,0.9276485788113695,2.6507193805722635,0.501330624944266,1.0,1.0,0.0,0.0
0.9246686065308761,0.8598917618761275,2.0,0.8037950364527939,0.9056603773584906,0.8275862068965517,2.0,0.9781197389230382
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9387755102040817,0.8846153846153846,1.0,0.4186046511627907,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
0.93007769145394,0.8692946058091287,3.0,0.9927673395753469,0.9476168003775366,0.9004484304932735,3.0,1.0950540200304242
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9281653746770026,0.8659594985535197,4.147012637917984,1.1148081778237242,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1,0.05263157894736842,3.2066050216979396,1.3786116485532693,1.0,1.0,0.0,0.0
0.2857142857142857,0.16666666666666666,5.210586460772701,0.5384615384615384,0.946551724137931,0.8985270049099836,2.23606797749979,0.8315711429030193
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.9565727699530516,0.9167604049493814,1.4142135623730951,0.5567512789738117
0.9279538904899135,0.8655913978494624,1.0,0.5813953488372093,1.0,1.0,0.0,0.0
0.9760255727224294,0.9531737773152965,1.0,0.25874125874125875,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.7162790697674418,0.5579710144927537,4.0,1.7605975155480418,1.0,1.0,0.0,0.0
0.9061662198391421,0.8284313725490197,3.129822128134701,0.634803882952238,0.966438781852082,0.9350571256764882,2.0,0.6492276308425848
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9646266142616507,0.9316702819956616,2.0,0.4852307254378488,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9794050343249427,0.9596412556053812,1.4142135623730951,0.29576058859750654,1.0,1.0,0.0,0.0
0.9474930911962101,0.900225056264066,2.8284271247461903,0.8524144906635783,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.942869234024545,0.8919135308246597,5.830951894845301,0.9310252373563176,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9608433734939759,0.9246376811594202,7.133780435089984,0.5178571428571429,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9523463077482721,0.9090277777777778,5.0,0.6262882812240457,0.9364461738002594,0.8804878048780488,1.4142135623730951,0.6408746807614213
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9310344827586207,0.8709677419354839,2.23606797749979,0.5182802466530742,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9023508137432188,0.8220757825370676,3.605551275463989,0.7055766553102569,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9523569447945551,0.9090471607314725,1.4142135623730951,0.4777056089509483,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.9456521739130435,0.8969072164948454,1.0621320343559666,0.49230769230769234,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.7828746177370031,0.6432160804020101,2.20065778087482,0.8431372549019608
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.8,0.6666666666666666,2.38415776431139,1.094019153097813
0.9408381265406738,0.8882854926299457,2.8284271247461903,0.6767380993682913,0.8235294117647058,0.7,1.4142135623730951,0.7290790557990391
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9504678040726472,0.9056109071840587,2.23606797749979,0.5043626848452705,1.0,1.0,0.0,0.0
0.9846731310603691,0.9698089956869994,1.0,0.27741935483870966,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9360687022900763,0.8798206278026905,3.1622776601683795,0.7939712809277725,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9565649044427897,0.9167459562321598,1.4142135623730951,0.4570853855092762,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9226519337016574,0.8564102564102564,3.08113883008419,0.9019351482810404,0.88,0.7857142857142857,3.544996147917585,0.9979828953317169
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
0.0,0.0,3.76081758051009,2.2368828366698996,0.7847222222222222,0.6457142857142857,14.032101962856379,4.30773615277271
0.9495614035087719,0.9039665970772442,1.0,0.463768115942029,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
0.9196581196581196,0.8512658227848101,3.5390602331696326,0.8769274980359147,0.945705824284304,0.897003745318352,3.1622776601683795,1.1192598798337974
0.9114219114219114,0.8372591006423983,2.98284271247462,0.9166356147135835,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.953664700926706,0.9114331723027376,1.0,0.5102355298292883,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
0.9600456621004566,0.9231613611416026,3.0,0.5795370992780529,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9365303244005642,0.8806366047745358,2.0,0.6002220869120796,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.831858407079646,0.7121212121212122,1.0,0.7255922317655457,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
0.93476465730801,0.8775193798449612,2.0,0.835892728864208,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.8421052631578947,0.7272727272727273,1.0,0.7931190208286332
0.9607390300230947,0.9244444444444444,1.0,0.32608695652173914,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9625871908687381,0.9278728606356969,6.52515611545945,0.32727272727272727,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
0.9202049780380673,0.8522033898305085,4.242640687119285,1.1376176459169358,0.9602934829520933,0.9236197592361975,2.23606797749979,0.8458700050181893
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.8967629046369204,0.8128469468675654,3.0,1.0409931237057406,0.937007874015748,0.8814814814814815,2.0,0.6698113207547169
0.9054863992623329,0.827295703454086,5.830951894845301,1.1429906592198114,1.0,1.0,0.0,0.0
0.9655831739961759,0.933456561922366,2.0,0.6048784641567778,1.0,1.0,0.0,0.0
0.9471544715447154,0.8996138996138996,8.94427190999916,0.7987206559928398,0.9054726368159204,0.8272727272727273,1.4142135623730951,0.45044417382415924
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9580209895052474,0.9194244604316547,2.0,0.5521472392638037,0.9177377892030848,0.8479809976247031,2.20065778087482,0.7941176470588235
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9849510910458992,0.9703484062268347,1.0,0.2565789473684211,1.0,1.0,0.0,0.0
0.8945686900958466,0.8092485549132948,2.23606797749979,0.6416541483194776,0.9671726085421815,0.9364319890635681,2.0,0.5806451612903226
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9429747207524986,0.8921023359288098,3.1622776601683795,0.7585628598610448,1.0,1.0,0.0,0.0
0.8085106382978723,0.6785714285714286,4.0,1.5451056737346234,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.9182115594329335,0.8487903225806451,2.7691912100215537,1.0563584477138928,1.0,1.0,0.0,0.0
0.8931524975190208,0.8069336521219367,4.0,1.0099851976829595,0.929159802306425,0.8676923076923077,2.0,0.5788252421852338
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.982183908045977,0.9649915302089215,1.0,0.31016042780748665,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9703522846180677,0.9424119241192412,1.4142135623730951,0.4370860927152318,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
0.875,0.7777777777777778,1.5020815280171258,0.6,1.0,1.0,0.0,0.0
0.9648491558261832,0.9320855614973262,12.083045973594572,0.4408629483996871,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9736842105263158,0.9487179487179487,1.0,0.360536767944288,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.4,0.25,4.6970562748477125,2.032948195248357,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9577950043066322,0.9190082644628099,1.4142135623730951,0.5898979377025761,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9657163478888487,0.933705512909979,8.54400374531753,0.5581395348837209,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
0.9824858757062147,0.9655746807329262,1.0,0.40725806451612906,1.0,1.0,0.0,0.0
0.940512375162831,0.8877049180327868,2.23606797749979,1.0070805737157793,0.8340807174887892,0.7153846153846154,2.0,0.9234066857533136
0.9590443686006825,0.921311475409836,1.0,0.3508771929824561,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
0.944746087511977,0.8952784503631961,2.0,0.6747057846752174,0.9555984555984556,0.9149722735674677,2.8284271247461903,0.8254938763382076
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9477277576274803,0.9006488240064883,3.0,0.7037251152217234,0.0,0.0,inf,inf
0.986682808716707,0.973715651135006,9.919214038559772,0.24358974358974358,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9608540925266904,0.9246575342465754,1.0,0.22857142857142856,1.0,1.0,0.0,0.0
0.9838846480067854,0.9682804674457429,1.0,0.24709260086031856,1.0,1.0,0.0,0.0
0.9836238774432118,0.9677754677754677,1.289949493661162,0.3979605586615845,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9540412044374009,0.9121212121212121,1.0,0.388444317093722,0.8181818181818182,0.6923076923076923,1.0,0.6126007977866527
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9142857142857143,0.8421052631578947,3.802775637731995,1.1342866617813403,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.9588862301500979,0.9210196406184705,2.8284271247461903,0.9009566649169903
0.902638762511374,0.8225538971807629,3.605551275463989,1.0697197126344902,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9244288224956063,0.8594771241830066,1.4142135623730951,0.5272727272727272,0.9690279055504446,0.9399167162403331,2.0,0.6076035364446142
0.7731958762886598,0.6302521008403361,2.0999999999999943,0.4074074074074074,0.9225700164744646,0.8562691131498471,2.0,0.7334119252118835
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9242053789731052,0.8590909090909091,1.4142135623730951,0.4375,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9048096192384769,0.8261665141811528,3.0,0.9021607390720479,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.9547581903276131,0.9134328358208955,1.0,0.43859649122807015,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9530931339225017,0.9103896103896104,9.662163300413322,0.39394174659912273,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.9204466154919749,0.8526179702650291,2.2006577808748267,0.7865690527282216,1.0,1.0,0.0,0.0
0.931909212283044,0.8725,2.0,0.5647515689813025,0.8743362831858407,0.7767295597484277,3.0,1.036056138371238
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9333333333333333,0.875,3.0,0.8131868131868132,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9487726787620064,0.9025380710659898,3.1135943621178637,0.8640337160035695,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9127659574468086,0.8395303326810176,2.23606797749979,0.6349670690042282,1.0,1.0,0.0,0.0
0.9395302348825587,0.885956644674835,2.0,0.6189435765389355,0.9214876033057852,0.8544061302681992,2.0,0.868421052631579
0.0,0.0,inf,inf,0.0,0.0,inf,inf
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.9472,0.8996960486322189,2.0,0.43540058966839545,0.9538461538461539,0.9117647058823529,1.4142135623730951,0.4724438258837925
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
0.9305177111716622,0.870063694267516,5.0,0.6705084094231522,0.9756160830090791,0.9523930108888327,2.0,0.6715247841139085
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.9657859078590786,0.9338355715689486,2.354539806949063,0.7610548280596394,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9162011173184358,0.845360824742268,41.6938987599714,11.141421800542092,1.0,1.0,0.0,0.0
0.9301934398654331,0.8694968553459119,2.0,0.8968191741770091,1.0,1.0,0.0,0.0
0.9398663697104677,0.8865546218487395,3.1217082451262845,0.6161661254260963,0.6944444444444444,0.5319148936170213,2.2953038922244264,1.3072563584013217
0.9754098360655737,0.952,1.0,0.39404611588277283,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
0.9872093023255814,0.9747416762342136,1.0,0.26191993171457273,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.8971153846153846,0.8134263295553618,3.0,0.9184261858264723,0.8980797636632201,0.8150134048257373,3.0,0.9785799826017082
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.8930635838150289,0.8067885117493473,3.016227766016837,0.8578911740987922,0.8980612883051907,0.8149829738933031,4.788854381999814,0.7586047252170866
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
0.9354375896700143,0.8787061994609164,5.0,1.242185213176012,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9185867895545314,0.8494318181818182,4.577708763999658,0.5081218345563352,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,0.0,0.0,inf,inf
0.9536423841059603,0.9113924050632911,1.4142135623730951,0.6572262226082476,1.0,1.0,0.0,0.0
0.9353788935378894,0.8786026200873363,6.324555320336759,1.2763323088130383,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,0.0,0.0,inf,inf
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9446494464944649,0.8951048951048951,1.0,0.39473684210526316,1.0,1.0,0.0,0.0
0.9245283018867925,0.8596491228070176,1.0,0.40476190476190477,1.0,1.0,0.0,0.0
0.939795918367347,0.8864292589027911,3.0,0.8818712915711426,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.8959660297239915,0.8115384615384615,1.4142135623730951,0.6267049374944825,1.0,1.0,0.0,0.0
0.0,0.0,inf,inf,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9377289377289377,0.8827586206896552,2.0,0.8007166122471775,0.0,0.0,inf,inf
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.8996763754045307,0.8176470588235294,1.0,0.6585365853658537,1.0,1.0,0.0,0.0
0.9502262443438914,0.9051724137931034,1.0,0.3620689655172414,1.0,1.0,0.0,0.0
0.9749552772808586,0.9511343804537522,1.0,0.4818181818181818,1.0,1.0,0.0,0.0
0.8465116279069768,0.7338709677419355,2.9786598656861765,1.1161677234283685,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.9588759424263193,0.9210006583278473,2.23606797749979,0.5388561808316412,1.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
